"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count","created_date","score","age","search_term","url"
"2532","299413980170673","Alessandro Di Battista","Riprendiamoci le piazze. Da sempre soltanto la piazza e la partecipazione cittadina sono riuscite a cambiare un sistema. Questo è quello che facciamo al di fuori di Montecitorio. Dobbiamo essere sempre di più. Non possiamo mollare, vogliono questo, il nostro scoramento, la nostra perdita di entusiasmo, anche la nostra ignoranza (si vede da come trattano la scuola pubblica). Se ci comportiamo da sudditi la casta si comporta da padrone. A riveder le stelle!P.S. Questo fine sett sarò in Toscana. Sabato 13 sett Follonica, ore 17.30 in Piazza Sivieri. Domenica 14 Marina di Cecina (LI) alle 10.30 al camping “Le Tamerici” (Via della Cecinella, 5) per un incontro dell’Università di ATTAC dal titolo “Movimenti, conflitti, democrazia, rappresentanza”. Non mancate e portate amici e parenti!","2014-09-12T10:12:39+0000","video","https://www.youtube.com/watch?v=wRZxPMHC6ro","299413980170673_586487461463322",5615,338,2425,2014-09-12,2117.9,-2,"Marina",NA
"2413","136852373848","Terra","""Eu não posso controlar o que Lula pode fazer contra mim, mas posso controlar que não quero fazer nada contra ele"", disse Marina","2014-09-13T12:45:00+0000","link","http://noticias.terra.com.br/eleicoes/marina-se-compara-a-lula-e-chora-ao-falar-de-ex-presidente,3285f9cbb9e68410VgnVCM4000009bcceb0aRCRD.html","136852373848_10153268402023849",7084,1721,1449,2014-09-13,2094.1,-1,"Marina",NA
"3143","115987058416365","Estadão","Mercado financeiro já calcula vitória de Marina Silva #eleições2014 ","2014-09-03T18:21:58+0000","link","http://economia.estadao.com.br/blogs/fabio-alves/2014/09/03/vitoria-de-marina/","115987058416365_995363743812021",6776,894,1860,2014-09-03,2061.8,-11,"Marina",NA
"618","267949976607343","Lula","A educação, que já foi privilégio de poucos, hoje avança para se tornar um direito de todos. Conheça as ações realizadas nos últimos 12 anos no programa eleitoral da presidenta Dilma Rousseff que foi ao ar hoje: ","2014-09-09T17:28:33+0000","video","https://www.youtube.com/watch?v=mlrFU2qUmrk","267949976607343_686793871389616",7598,290,2003,2014-09-09,2048.6,-5,"Dilma",NA
"245","351338968253034","Dilma Rousseff","Perdeu o programa da TV de hoje (13)? Nele você vai ver as propostas para que todos tenham acesso à internet com velocidade, qualidade e segurança.Gostou? Então curta e compartilhe! ;D","2014-09-14T00:00:00+0000","video","https://www.facebook.com/video.php?v=741250122595248","351338968253034_741250122595248",5845,557,2142,2014-09-14,2036.8,0,"Dilma",NA
"435","351338968253034","Dilma Rousseff","Só quem fez tanto pode assumir o compromisso de fazer ainda mais! Tem #MaisMédicos para 50 milhões de pessoas, maior programa de investimento em #MobilidadeUrbana e centros integrados de segurança em todos os estados. Veja o que ainda vem por aí e compartilhe!","2014-09-11T19:00:43+0000","video","https://www.facebook.com/video.php?v=739958552724405","351338968253034_739958552724405",5482,492,2199,2014-09-11,2015.2,-3,"Dilma",NA
"613","115230991849922","O Globo","""Não é uma gerente competente.""             ","2014-09-09T18:50:45+0000","link","http://glo.bo/1rV84CU","115230991849922_836992969673717",7370,1281,1484,2014-09-09,2011.7,-5,"Dilma",NA
"3162","109597815616","VEJA",NA,"2014-09-03T13:49:02+0000","link","http://abr.ai/1vNeHYF","109597815616_10152489468510617",7320,1027,1610,2014-09-03,2006.1,-11,"Marina",NA
"2695","471742212873697","Beto Albuquerque","Conheça um pouco mais a história de Beto Albuquerque, gaúcho que começou a vida como empacotador de supermercado e mecânico, e construiu uma trajetória pública irretocável. Beto está pronto para ajudar Marina Silva a construir um novo Brasil.#EquipeBeto","2014-09-09T20:05:24+0000","video","https://www.facebook.com/video.php?v=732041350177114","471742212873697_732041350177114",1479,94,3028,2014-09-09,1992.9,-5,"Marina",NA
"593","358850087527814","Ricardo Amorim","Dilma: “Sangria na Petrobrás foi estancada.” Como ela sabe, se nunca soube da sangria?! http://ow.ly/3qraBI","2014-09-09T22:05:49+0000","link","http://ow.ly/3qraBI","358850087527814_696978710381615",4883,321,2339,2014-09-09,1988,-5,"Dilma",NA
"3260","109597815616","VEJA","Informação do VEJA Mercados","2014-09-02T17:16:04+0000","link","http://abr.ai/W6VlxU","109597815616_10152487113095617",6116,459,2041,2014-09-02,1973.9,-12,"Marina",NA
"355","199599520097304","Alvaro Dias","Das 5.772 creches e pré-escolas previstas para serem finalizadas durante o PAC 2, apenas 379 estão concluídas.A entrega desses empreendimentos foi uma das promessas eleitorais da presidente Dilma Rousseff em 2010. #ADComunicação","2014-09-12T18:25:08+0000","link","http://www.contasabertas.com.br/website/arquivos/9596","199599520097304_792001890857061",2262,220,2798,2014-09-12,1971,-2,"Dilma",NA
"412","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-12T01:25:01+0000","link","http://oesta.do/WPi3uS","115987058416365_1003173206364408",5323,1432,1619,2014-09-12,1933.3,-2,"Dilma",NA
"491","199599520097304","Alvaro Dias","De acordo com o ministro relator do processo no TSE, a propaganda do PT contém trecho impróprio que, de fato, tem o propósito de ridicularizar a coligação adversária e respectivo candidato à Presidência da República. Para ele, a expressão “desesperados” utilizada pela coligação de Dilma diminui os opositores.  #ADComunicação","2014-09-10T20:46:39+0000","link","http://www.tse.jus.br/noticias-tse/2014/Setembro/ministro-suspende-propaganda-de-dilma-por-considerar-ofensiva-a-aecio","199599520097304_791126790944571",4199,242,2389,2014-09-10,1925.9,-4,"Dilma",NA
"547","115987058416365","Estadão","Ao ser questionada se colocaria isso no papel, Dilma Rousseff respondeu: 'Meu querido, está na minha boca.' via Politica Estadão #Homofobia","2014-09-10T13:46:10+0000","link","http://politica.estadao.com.br/noticias/eleicoes,dilma-rousseff-nao-garante-promessa-para-gays-no-papel,1557567","115987058416365_1001999456481783",4565,1023,1863,2014-09-10,1881.2,-4,"Dilma",NA
"3206","115987058416365","Estadão","'Imagina se eu dissesse que uma pessoa que nunca foi eleita nem vereadora ser eleita presidente do Brasil, aí sim poderia parecer Collor de Mello', rebateu Marina Silva #eleições2014","2014-09-02T22:30:01+0000","link","http://politica.estadao.com.br/noticias/eleicoes,marina-ironiza-dilma-por-comparacao-a-janio-e-collor,1553766","115987058416365_994434010571661",7396,889,1451,2014-09-02,1876.9,-12,"Marina",NA
"603","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-09T20:48:01+0000","link","http://oesta.do/WF1C4h","115987058416365_1001346683213727",6365,1180,1458,2014-09-09,1865.3,-5,"Dilma",NA
"546","199599520097304","Alvaro Dias","Se a presidente foi alertada, por que ela diz que não sabia de nada? #ADComunicação","2014-09-10T13:47:31+0000","link","http://www1.folha.uol.com.br/poder/2014/09/1513630-petrobras-alertou-dilma-sobre-acao-de-diretores.shtml","199599520097304_790941290963121",3118,261,2430,2014-09-10,1848.1,-4,"Dilma",NA
"3345","136852373848","Terra","Enquanto a candidata à Presidência Marina Silva (PSB) recua do apoio ao casamento gay, um candidato a governador não apenas se declara a favor, como assume ser homossexual e exibe beijos entre dois homens e duas mulheres na propaganda eleitoral na TV.","2014-09-01T12:28:50+0000","link","http://noticias.terra.com.br/eleicoes/propagandaearma/blog/2014/09/01/cabra-macho-candidato-se-assume-e-mostra-beijo-gay/","136852373848_10153234962908849",4946,2819,831,2014-09-01,1838.9,-13,"Marina",NA
"1068","109597815616","VEJA",NA,"2014-09-04T13:03:07+0000","link","http://abr.ai/1u3ijDM","109597815616_10152491461490617",7442,626,1503,2014-09-04,1833.8,-10,"Dilma",NA
"2930","135537777424","André Rieu","Once again it’s Soloist Saturday!This week our soloist is Carmen Monarcha. Carmen was born in Belém, a town close to the vast primeval forests of the Amazon. She comes from a very artistic family: her mother Marina Monarcha is a famous singer in Brazil, and her father a well-known Portuguese writer.""When I was about 14 we moved to São Paulo. I often went with my mother to concerts she was singing in. I first realised I had a musical vocation during one of the recitals she gave in São Paulo. I can still remember what an impression the music made me at that moment. My mother was singing a Brazilian song accompanied by eight cellos. And at that moment I knew I wanted to be a musician. Not a singer, mind you! It was the warm sound of those cellos I fell in love with. I was absolutely determined to study the cello.""Besides the cello Carmen also plays the piano. She especially loves to play Gershwin. From her father she inherited a passion for ‘words and sentences’. Carmen is a passionate lover of literature and devours every good book she gets hold of. Finally she realised that by singing she could unite her two great loves, music and literature. Whether singing a romantic aria or a raucous pop song, with her warm voice and Brazilian temperament Carmen always reaches right to the depths of every listener’s soul, and melts every heart.Follow Carmen on Facebook: www.facebook.com/carmenmonarchafanpage or visit her website: www.carmenmonarcha.com","2014-09-06T15:05:00+0000","photo","https://www.facebook.com/andrerieu/photos/pcb.10152738754737425/10152738729462425/?type=1&relevant_count=9","135537777424_10152738754737425",12590,203,845,2014-09-06,1826.9,-8,"Marina",NA
"2267","126351747376464","Marina Silva","Veja e espalhe nosso programa de TV.""Ela está chegando pra mudar nosso destino...""#SouMarina40","2014-09-14T23:04:37+0000","video","https://www.facebook.com/video.php?v=860623630615935","126351747376464_860623630615935",5293,365,1973,2014-09-14,1822.6,0,"Marina",NA
"747","115230991849922","O Globo","Decisão quer afastar a presidente da ala do PT supostamente ligada ao escândalo na Petrobras. ","2014-09-08T11:52:19+0000","link","http://glo.bo/1usgWO9","115230991849922_836224906417190",3997,661,2023,2014-09-08,1811.8,-6,"Dilma","http://glo.bo/1usgWO9 "
"759","199599520097304","Alvaro Dias","""A marca mais perversa do governo do PT é o aparelhamento do Estado. Eles querem se perpetuar no poder"", disse Aécio Neves, que voltou a chamar o episódio de ""Mensalão 2"". #ADComunicação","2014-09-08T00:25:41+0000","link","http://politica.estadao.com.br/noticias/eleicoes,nao-da-para-dizer-que-dilma-nao-sabia-diz-aecio-sobre-petrobras,1556323","199599520097304_789667644423819",4324,276,2102,2014-09-08,1776.4,-6,"Dilma",NA
"698","199599520097304","Alvaro Dias","""Do ponto de vista político, Dilma foi beneficiária, sim. Ela tinha obrigação de saber o que se passava no seu entorno. A principal empresa pública brasileira foi submetida aos interesses de grupos para quê? Para manter o PT no poder. O PT enlameou nossa principal empresa. Não adianta dizer que não sabia, tem que investigar e punir exemplarmente os responsáveis"", disse o senador Aécio Neves, candidato do PSDB a presidente da República. #ADComunicação","2014-09-08T19:22:54+0000","link","http://veja.abril.com.br/noticia/brasil/petrolao-era-para-manter-o-pt-no-poder-diz-aecio","199599520097304_790045187719398",3981,236,2137,2014-09-08,1751.1,-6,"Dilma",NA
"809","112440305471770","Marcelo Tas","Na propaganda política, Dilma defende a Petrobrás. No mundo real, Paulinho, amigo do Lula, denuncia o Mensalão 2 #Drama","2014-09-07T00:08:32+0000","status",NA,"112440305471770_724954004220394",11639,273,817,2014-09-07,1736,-7,"Dilma",NA
"1121","351338968253034","Dilma Rousseff","Prefeitos reafirmam apoio à reeleição da presidenta Dilma por #MaisMudançasMaisFuturoAssista, curta e compartilhe!","2014-09-03T17:00:01+0000","video","https://www.facebook.com/video.php?v=735483383171922","351338968253034_735483383171922",5739,460,1699,2014-09-03,1731.3,-11,"Dilma",NA
"3319","115987058416365","Estadão","Arko Advice, uma das maiores consultorias do País, diz que candidata do PSB tem 60% de chance de vencer #eleições2014","2014-09-01T20:30:01+0000","link","http://economia.estadao.com.br/blogs/fabio-alves/2014/09/01/marina-vitoria/","115987058416365_993497790665283",4949,1268,1404,2014-09-01,1717.7,-13,"Marina",NA
"743","109597815616","VEJA","Como a campanha da presidente-candidata Dilma Rousseff tenta minimizar os efeitos da delação premiada de Paulo Roberto Costa, revelada em VEJA desta semana","2014-09-08T12:35:19+0000","link","http://abr.ai/1tEvbBz","109597815616_10152500556350617",4681,731,1710,2014-09-08,1713.4,-6,"Dilma",NA
"1825","229151370439618","CartaCapital","A petista, candidata à reeleição, reduziu pela metade a vantagem da ex-senadora em eventual segundo turno. Aécio Neves (PSDB) oscilou para baixo no primeiro turno.No blog Carta nas Eleições | bit.ly/1tHvQCn ","2014-09-09T14:17:33+0000","link","http://www.cartacapital.com.br/blogs/carta-nas-eleicoes/cnt-mda-dilma-sobe-e-chega-a-empate-tecnico-com-marina-no-2o-turno-8284.html","229151370439618_804950056193077",5158,465,1752,2014-09-09,1706.5,-5,"Aécio",NA
"3346","115987058416365","Estadão","Carteira de clientes para os quais Marina Silva fez palestras entre 2011 e o início deste ano inclui Santander, Credit Suisse e Unilever (via Politica Estadão) #Eleições2014","2014-09-01T11:46:01+0000","link","http://politica.estadao.com.br/noticias/eleicoes,marina-ganha-r-1-6-mi-ao-falar-a-bancos-e-empresas-imp-,1552760","115987058416365_993226647359064",3713,1650,1394,2014-09-01,1702.7,-13,"Marina",NA
"1636","109597815616","VEJA",NA,"2014-09-12T00:40:01+0000","link","http://abr.ai/1pUsEf1","109597815616_10152507914800617",5966,870,1374,2014-09-12,1682,-2,"Aécio",NA
"2334","109597815616","VEJA","Em VEJA desta semana","2014-09-14T19:53:31+0000","link","http://abr.ai/1oM16t3","109597815616_10152513859710617",5362,968,1425,2014-09-14,1681.6,0,"Marina",NA
"3170","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-03T09:00:01+0000","link","http://oesta.do/1uilab6","115987058416365_994901083858287",4035,1012,1577,2014-09-03,1653.3,-11,"Marina",NA
"625","304120173025912","Rachel Sheherazade","""Não é apenas nos QGs de Dilma Rousseff e Aécio Neves que a irrupção de Marina Silva provoca inquietação. A Venezuela emite claros sinais de que está preocupada com a possibilidade de perder o apoio incondicional que Lula lhe proporcionou e que Dilma Bolada manteve, com menos ênfase e muito menos visibilidade.""","2014-09-09T16:32:53+0000","link","http://www1.folha.uol.com.br/colunas/clovisrossi/2014/09/1513134-marina-assusta-os-vizinhos.shtml?utm_source=facebook.com&utm_medium=social&utm_campaign=Postcron.com","304120173025912_577907288980531",4129,391,1868,2014-09-09,1651,-5,"Dilma",NA
"3211","109597815616","VEJA","“É muito fácil dar a opinião sobre o programa dos concorrentes e não apresentar o seu próprio programa"", disse","2014-09-02T22:12:48+0000","link","http://abr.ai/1rhhaay","109597815616_10152487631930617",7025,991,1080,2014-09-02,1647.8,-12,"Marina",NA
"314","351338968253034","Dilma Rousseff","O trabalho de Dilma está em todo o Brasil! Conheça os investimentos no Rio de Janeiro, como o Arco Metropolitano, o BRT Transcarioca e a Linha 4 do Metrô.Assista e compartilhe!#MAISMUDANÇASMAISFUTURO","2014-09-12T22:00:00+0000","video","https://www.facebook.com/video.php?v=740617202658540","351338968253034_740617202658540",4789,722,1550,2014-09-12,1625.5,-2,"Dilma",NA
"436","267949976607343","Lula","Perdeu o programa eleitoral da presidenta Dilma Rousseff hoje? Assista e saiba mais sobre as principais ações de combate à corrupção realizadas nos últimos 12 anos:","2014-09-11T18:41:38+0000","video","https://www.youtube.com/watch?v=Zn90BNd1GyE","267949976607343_687630357972634",6300,409,1411,2014-09-11,1599.3,-3,"Dilma",NA
"862","351338968253034","Dilma Rousseff","#DilmaNaTVAcompanhe www.dilma.com.br/tv","2014-09-06T16:24:33+0000","photo","https://www.facebook.com/SiteDilmaRousseff/photos/pcb.737336696319924/737336619653265/?type=1&relevant_count=3","351338968253034_737336696319924",7530,478,1167,2014-09-06,1596.6,-8,"Dilma",NA
"703","109597815616","VEJA",NA,"2014-09-08T18:46:17+0000","link","http://abr.ai/1qHD3yB","109597815616_10152501197235617",4317,1598,1142,2014-09-08,1596.3,-6,"Dilma",NA
"2824","100114543363891","Folha de S.Paulo","(via Folha Poder)","2014-09-08T04:20:01+0000","link","http://uol.com/bxdT4L","100114543363891_858407710867900",3071,2117,1067,2014-09-08,1582.4,-6,"Marina",NA
"3338","109597815616","VEJA","OPINIÃO, em TVejaA candidata do PSB deve ser confrontada por Dilma e Aécio durante o debate. E vai ter que explicar o vai e vem do plano de governo.","2014-09-01T15:59:30+0000","link","http://abr.ai/1x1u2Gz","109597815616_10152483850730617",6286,1232,958,2014-09-01,1573,-13,"Marina",NA
"247","351338968253034","Dilma Rousseff","#DilmaNaTVAcompanhe em http://www.dilma.com.br/tv/","2014-09-13T23:49:45+0000","link","http://www.dilma.com.br/noticia/terra-natal-obras-transformadoras-de-dilma-em-minas-gerais-148","351338968253034_741278509259076",6427,368,1353,2014-09-13,1564.9,-1,"Dilma",NA
"1040","351338968253034","Dilma Rousseff","No programa de hoje, Dilma fala sobre a prioridade número um do seu governo: educação. Confira o que está sendo e ainda será feito nesta áreaQuer #MaisMudançasMaisFuturo? Assista e compartilhe! ;D","2014-09-04T17:00:01+0000","video","https://www.facebook.com/video.php?v=735977666455827","351338968253034_735977666455827",4623,424,1591,2014-09-04,1544.1,-10,"Dilma",NA
"1164","115987058416365","Estadão","Benefícios tributários fazem parte da medida (via Politica Estadão) #eleições2014","2014-09-03T00:31:28+0000","link","http://oesta.do/1ri8kJH","115987058416365_994651660549896",1721,1696,1429,2014-09-03,1538.3,-11,"Dilma",NA
"397","109597815616","VEJA",NA,"2014-09-12T13:42:06+0000","link","http://abr.ai/1qrwa6T","109597815616_10152509084945617",2587,2677,775,2014-09-12,1526.8,-2,"Dilma",NA
"2845","136852373848","Terra","""Sou filha de seringueiros e fui analfabeta até os 16 anos; é uma trajetória de vida que permite àqueles que usam do preconceito como ferramenta política para fazer a desqualificação"", diz Marina Silva.","2014-09-07T22:21:39+0000","link","http://noticias.terra.com.br/eleicoes/marina-lula-usa-mesmos-preconceitos-que-sofreu-contra-mim,4756af6dfa158410VgnVCM20000099cceb0aRCRD.html","136852373848_10153253759818849",6263,954,1009,2014-09-07,1517.9,-7,"Marina",NA
"892","351338968253034","Dilma Rousseff","Ouça!","2014-09-06T14:00:01+0000","video","https://soundcloud.com/sala-de-imprensa-dilma13/programa-eleitoral-no-radio-dilma-rousseff-0609-na-integra","351338968253034_737261052994155",5979,454,1277,2014-09-06,1500.3,-8,"Dilma",NA
"2384","100114543363891","Folha de S.Paulo","(via Folha Poder)","2014-09-14T11:00:00+0000","link","http://uol.com/bldT90","100114543363891_863012820407389",4925,1341,986,2014-09-14,1486.4,0,"Marina",NA
"487","115987058416365","Estadão","Presidente diz que receita, apresentada no horário político como tentativa de humanizar a candidata, seria de origem italiana, mas especialistas rebatem (via Politica Estadão)","2014-09-10T21:20:01+0000","link","http://politica.estadao.com.br/noticias/eleicoes,macarrao-de-dilma-palmirinha-nao-e-genoves-dizem-chefs-de-cozinha,1557949","115987058416365_1002253603123035",2662,1641,1204,2014-09-10,1480.9,-4,"Dilma",NA
"1536","411754008869486","Aécio Neves","Aécio Neves, Pimenta da Veiga e Antonio Anastasia foram recebidos com muito carinho, ontem, pelos moradores de Montes Claros (MG). Assista a alguns momentos dessa visita. #MudaBrasil","2014-09-12T18:31:20+0000","video","https://www.facebook.com/video.php?v=831557193555830","411754008869486_831557193555830",5705,380,1301,2014-09-12,1465.1,-2,"Aécio",NA
"1109","109597815616","VEJA",NA,"2014-09-03T21:15:15+0000","link","http://abr.ai/1u1ul0n","109597815616_10152490184840617",6072,1081,888,2014-09-03,1464.3,-11,"Dilma",NA
"1375","411754008869486","Aécio Neves","O Núcleo Nacional de Mobilização e Voluntariado da Campanha de Aécio Neves está lançando mais uma inovação: a plataforma colaborativa da virada! Venha conhecer, participar e interagir, pois quem muda o Brasil é você! E a mudança está em suas mãos!www.vamosagir45.com.br#VamosAgir #EuVotoAécio45 #MudaBrasil","2014-09-14T16:30:45+0000","video","https://www.facebook.com/video.php?v=832648130113403","411754008869486_832648130113403",4767,352,1452,2014-09-14,1453.5,0,"Aécio",NA
"454","109597815616","VEJA",NA,"2014-09-11T12:50:41+0000","link","http://abr.ai/1lWlXhs","109597815616_10152506697205617",3361,944,1386,2014-09-11,1450.9,-3,"Dilma",NA
"686","351338968253034","Dilma Rousseff","Você sabe quanto o governo federal já investiu em creches e escolas de tempo integral?Sabe, por acaso, quantas pessoas deixaram a condição de analfabetismo pelas ações dos governos do Partido dos Trabalhadores?Assista à animação e descubra!Neste #DiaMundialdaAlfabetização temos muito o que comemorar com investimentos do governo federal no setor. E #MaisMudanças estão por vir!Assista, curta e compartilhe!","2014-09-08T21:00:01+0000","video","https://www.facebook.com/video.php?v=738525719534355","351338968253034_738525719534355",4714,379,1438,2014-09-08,1447.9,-6,"Dilma",NA
"1064","351338968253034","Dilma Rousseff","Ouça!","2014-09-04T13:16:32+0000","video","https://soundcloud.com/sala-de-imprensa-dilma13/programa-eleitoral-no-radio-dilma-rousseff-0409-na-integra","351338968253034_735948663125394",5883,396,1203,2014-09-04,1428.9,-10,"Dilma",NA
"515","204590739576667","InfoMoney","Em carta a clientes, sócio-fundador da Empiricus fala sobre as ""desculpas"" que o governo Dilma tem dado ao baixo crescimento econômico do Brasil, entre outras questões. Confira","2014-09-10T16:55:01+0000","link","http://www.infomoney.com.br/mercados/acoes-e-indices/noticia/3568521/dez-mentiras-que-governo-dilma-vem-contando-segundo-empiricus","204590739576667_729957400373329",2030,110,1959,2014-09-10,1411.4,-4,"Dilma",NA
"3295","115987058416365","Estadão","Dilma Rousseff: 'Não é algo com o que a gente pode conviver' (via Politica Estadão) #eleições2014","2014-09-02T02:05:38+0000","link","http://oesta.do/1tprGyP","115987058416365_993751450639917",5126,1217,871,2014-09-02,1400.3,-12,"Marina",NA
"277","160475510677017","José Simão","Segundo transturno! Dilma e Marina emPATADAS! Uma dando patada na outra!","2014-09-13T12:42:15+0000","status",NA,"160475510677017_773693769355185",6372,133,1188,2014-09-13,1389.9,-1,"Dilma",NA
"767","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-07T22:30:01+0000","link","http://oesta.do/1uFe3J8","115987058416365_999512063397189",1821,1596,1207,2014-09-07,1385.1,-7,"Dilma",NA
"1911","193505894007242","Maurício Meirelles","Resumo do meu domingo. Inventei uma história sobre o caso Maicon, dizendo que o jogador ejaculou dentro do shampoo do David Luiz. Criei uma conversa fake de whatsapp e mesmo eu sendo um comediante, grande parte da Mídia acreditou e repassou. Grande parte mesmo: r7, espn, alguns veículos da Globo. A história ficou famosa internacionalmente. O que isso quer dizer? Que a nossa mídia é tão extremamente preocupada com o tal ""dar o furo"" que não CHECA NUNCA as infos. E que o povo não tá nem aí na hora de ler: eles só replicam. MUITO CUIDADO EM ÉPOCA DE ELEIÇÃO: se eu consegui fazer grandes veículos e pessoas acreditarem numa gozada de shampoo, imaginem o que candidatos com dinheiro com MUITO DINHEIRO podem fazer pra alienar vc. Curiosamente falava disso semana passada com meu primo Rafael M. Ganem depois que a Folha publicou uma matéria mentirosa dizendo que o CQC causou numa passeata do Aécio. Muita gente sai acreditando no que lê e foda-se a credibilidade. Fiquemos atentos.","2014-09-08T16:26:45+0000","status",NA,"193505894007242_825057327518759",7417,382,800,2014-09-08,1336.3,-6,"Aécio",NA
"3178","109597815616","VEJA",NA,"2014-09-03T01:10:00+0000","link","http://abr.ai/1pFRuFw","109597815616_10152487720290617",2869,1057,1124,2014-09-03,1278.4,-11,"Marina",NA
"3287","115987058416365","Estadão","Marina Silva disse hoje que a informação divulgada de que ela consulta a bíblia antes de tomar decisões importantes faz parte de uma estratégia de 'pessoas de má-fé' para rotulá-la como fundamentalista (via Politica Estadão) #Eleições2014","2014-09-02T12:19:00+0000","link","http://politica.estadao.com.br/noticias/geral,marina-diz-que-querem-rotula-la-como-fundamentalista,1553453","115987058416365_994009727280756",4598,1210,743,2014-09-02,1268.6,-12,"Marina",NA
"1710","115987058416365","Estadão","Aécio Neves descarta hipótese de participar de um eventual governo de Marina Silva (via Politica Estadão) #eleições2014","2014-09-10T17:00:02+0000","link","http://politica.estadao.com.br/noticias/geral,se-perder-a-eleicao-serei-oposicao-diz-aecio,1557881","115987058416365_1002095556472173",4973,1143,703,2014-09-10,1262,-4,"Aécio",NA
"1399","199599520097304","Alvaro Dias","Aécio afirma que o governo Dilma perdeu as condições, perdeu autoridade e perdeu até qualquer moral de pleitear um segundo mandato. #ADComunicação","2014-09-14T13:41:13+0000","link","http://oglobo.globo.com/brasil/aecio-neves-diz-que-dilma-nao-tem-condicoes-morais-de-pleitear-segundo-mandato-13927985","199599520097304_792875887436328",3299,295,1359,2014-09-14,1233.8,0,"Aécio",NA
"1505","199599520097304","Alvaro Dias","""O PT permitiu que a maior empresa pública brasileira fosse instrumento de uma organização criminosa"", afirmou o presidenciável do PSDB, que completou: ""Temos uma candidata que baixou o nível do debate"". #ADComunicação","2014-09-12T22:29:36+0000","link","http://oglobo.globo.com/brasil/aecio-eu-nao-bebo-desse-calice-do-pt-13919539","199599520097304_792109410846309",3501,164,1386,2014-09-12,1230.9,-2,"Aécio",NA
"2961","109597815616","VEJA",NA,"2014-09-06T02:00:00+0000","link","http://abr.ai/1o84r5h","109597815616_10152495157075617",3925,994,838,2014-09-06,1193.5,-8,"Marina",NA
"1713","109597815616","VEJA",NA,"2014-09-10T16:38:33+0000","link","http://abr.ai/1pPyX3z","109597815616_10152505094600617",4925,693,802,2014-09-10,1181.6,-4,"Aécio",NA
"2929","135537777424","André Rieu","Outra vez mais um Sábado Solista! Esta semana com Carmen Monarcha. Ela nasceu em Belém, uma cidade perto das vastas florestas do Amazonas e veio de uma família muito artística. A sua mãe, Marina Monarcha, é uma cantora famosa no Brasil e o seu pai um escritor português conhecido.“Mudamos para São Paulo quando tinha 14 anos de idade. Lá, minha mãe e eu íamos frequentemente aos concertos, onde ela cantava. Recebi a minha primeira inspiração musical, durante um dos recitais que ela dava em São Paulo. Naquele momento, lembro ainda muito bem, o quanto a música me impressionou. Minha mãe cantava uma canção brasileira com o acompanhamento de um verdadeiro violoncelo e naquela hora, eu sabia que queria ser música. Risos, cantora, não! Eu me apaixonei imediatamente pelo som caloroso dos violoncelos. Eu precisaria e estudaria o violoncelo...”Além do violoncelo, Carmen toca também o piano. Ela adora tocar especialmente a música de Gershwin e herdou do seu pai a paixão pelas ‘palavras e sentenças’. Carmen é uma amante apaixonada da literatura e devora todo bom livro que tem em suas mãos. Afinal, ela percebeu que através do canto podia unir as suas duas paixões (a música e a literatura).Não importa agora se é com uma ária romântica ou com uma música agitada pop, durante os concertos, com a sua voz calorosa e o seu temperamento brasileiro, ela sabe sempre tocar profundamente a alma dos ouvintes no público e pode fazer derreter o coração de qualquer um.Siga Carmen através do Facebook:www.facebook.com/carmenmonarchafanpage ou visite o seu website: www.carmenmonarcha.com","2014-09-06T15:05:01+0000","photo","https://www.facebook.com/andrerieu/photos/pcb.10152738754912425/10152738731712425/?type=1&relevant_count=9","135537777424_10152738754912425",6333,254,758,2014-09-06,1164.3,-8,"Marina",NA
"2408","136852373848","Terra","""(...) Ela que chore por outras coisas que quiser chorar. Eu não perco amizade por divergência política”, disse Lula ","2014-09-13T19:40:01+0000","link","http://noticias.terra.com.br/eleicoes/lula-marina-esta-chateada-porque-nao-foi-minha-escolhida,fb94d8190ff68410VgnVCM4000009bcceb0aRCRD.html","136852373848_10153269177833849",2407,1888,583,2014-09-13,1156.9,-1,"Marina",NA
"1498","96033897836","Geraldo Alckmin","Hoje na hora do almoço estive com nosso candidato à presidência, Aécio Neves no COPOM – Centro de Operações da Polícia Militar do Estado de SP. Ele ficou muito interessado no funcionamento do sistema Detecta, software inteligente que trouxemos de Nova Iorque para aumentar a segurança da população. Parte do programa São Paulo Contra o Crime, o Detecta integra câmeras de vídeo e diferentes sistemas e bases de dados para melhorar a eficiência da polícia.http://alckmin45.com.br/fotos/visita-ao-detecta-com-aecio-neves","2014-09-12T23:11:55+0000","photo","https://www.facebook.com/geraldoalckmin/photos/pcb.10153707102467837/10153707090992837/?type=1&relevant_count=9","96033897836_10153707102467837",6132,320,720,2014-09-12,1141.2,-2,"Aécio","http://alckmin45.com.br/video/tecnologia-contra-o-crime"
